date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:15	2937/2937	---M-Z	200	added ('OK')	text/css	etag:%22b79-63ea2067-6ece31c3089746ae;gz%22	https://www.nextgenpanels.com/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/css/owl.carousel.min.css	(from https://www.nextgenpanels.com/)
11:14:15	16079/16079	---M-Z	200	added ('OK')	text/css	etag:%223ecf-63ea2067-3b0336f5b1adcb6d;gz%22	https://www.nextgenpanels.com/assets/css/swiper-bundle.css	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/css/swiper-bundle.css	(from https://www.nextgenpanels.com/)
11:14:16	7979/7979	---M-Z	200	added ('OK')	text/css	etag:%221f2b-63ea2067-8efd6c0574b4b3be;gz%22	https://www.nextgenpanels.com/assets/css/default.css	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/css/default.css	(from https://www.nextgenpanels.com/)
11:14:16	163561/163561	---M-Z	200	added ('OK')	text/css	etag:%2227ee9-6823466e-7e5bf9ba4aeca3a6;gz%22	https://www.nextgenpanels.com/assets/css/main.css	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/css/main.css	(from https://www.nextgenpanels.com/)
11:14:16	9752/9752	---M-Z	200	added ('OK')	text/css	etag:%222618-63ea2067-8ad2f64a9cfa8de2;gz%22	https://www.nextgenpanels.com/assets/css/model-custom.css	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/css/model-custom.css	(from https://www.nextgenpanels.com/)
11:14:16	5685/5685	---M-Z	200	added ('OK')	text/css	etag:%221635-63ea2067-5a4b5f7b37dd057b;gz%22	https://www.nextgenpanels.com/assets/css/sidebar-btn.css	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/css/sidebar-btn.css	(from https://www.nextgenpanels.com/)
11:14:17	4140/4140	---M-Z	200	added ('OK')	text/css	etag:%225eb03e58-102c%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.4/jquery.fancybox.css	C:/My%20Web%20Sites/finetechpowercontrols/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.4/jquery.fancybox.css	(from https://www.nextgenpanels.com/)
11:14:17	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2017%20Nov%202025%2005:44:18%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/finetechpowercontrols/www.googletagmanager.com/gtm.125445.delayed	(from https://www.nextgenpanels.com/)
11:14:17	14994/14994	---M--	200	added ('OK')	image/png	etag:%223a92-63ea2067-6d6d901fd5c0a8ce;;;%22	https://www.nextgenpanels.com/assets/img/logo.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/logo.png	(from https://www.nextgenpanels.com/)
11:14:17	283/283	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Nov%202025%2005:44:18%20GMT	https://www.nextgenpanels.com/captcha.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/captcha.png	(from https://www.nextgenpanels.com/)
11:14:18	74025/74025	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:18%20GMT	https://www.nextgenpanels.com/index.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/index-2.html	(from https://www.nextgenpanels.com/)
11:14:18	39452/39452	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:19%20GMT	https://www.nextgenpanels.com/about-us.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/about-us.html	(from https://www.nextgenpanels.com/)
11:14:18	50154/50154	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:19%20GMT	https://www.nextgenpanels.com/our-products.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/our-products.html	(from https://www.nextgenpanels.com/)
11:14:18	36398/36398	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:19%20GMT	https://www.nextgenpanels.com/certificate.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/certificate.html	(from https://www.nextgenpanels.com/)
11:14:19	39696/39696	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:19%20GMT	https://www.nextgenpanels.com/industries-we-serve.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/industries-we-serve.html	(from https://www.nextgenpanels.com/)
11:14:19	41714/41714	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:20%20GMT	https://www.nextgenpanels.com/gallery.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/gallery.html	(from https://www.nextgenpanels.com/)
11:14:19	42342/42342	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:20%20GMT	https://www.nextgenpanels.com/contact.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/contact.html	(from https://www.nextgenpanels.com/)
11:14:19	796/796	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Nov%202025%2005:44:20%20GMT	https://www.nextgenpanels.com/index.html	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/index-3.html	(from https://www.nextgenpanels.com/)
11:14:20	177982/177982	---M--	200	added ('OK')	image/jpeg	etag:%222b73e-65cb35d1-d8128d374b28af30;;;%22	https://www.nextgenpanels.com/assets/img/nexgen-banner-1.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/nexgen-banner-1.jpg	(from https://www.nextgenpanels.com/)
11:14:20	199863/199863	---M--	200	added ('OK')	image/jpeg	etag:%2230cb7-65cb35d1-e7aafc864e4a526;;;%22	https://www.nextgenpanels.com/assets/img/nexgen-banner-2.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/nexgen-banner-2.jpg	(from https://www.nextgenpanels.com/)
11:14:20	152962/152962	---M--	200	added ('OK')	image/jpeg	etag:%2225582-65cb35d1-87e95057b7a12d9a;;;%22	https://www.nextgenpanels.com/assets/img/nexgen-banner-3.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/nexgen-banner-3.jpg	(from https://www.nextgenpanels.com/)
11:14:21	199539/199539	---M--	200	added ('OK')	image/jpeg	etag:%2230b73-65cb35d1-b8e502f005e6db78;;;%22	https://www.nextgenpanels.com/assets/img/nexgen-banner-4.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/nexgen-banner-4.jpg	(from https://www.nextgenpanels.com/)
11:14:21	160569/160569	---M--	200	added ('OK')	image/jpeg	etag:%2227339-65cb35d1-1b1755409a7f83ff;;;%22	https://www.nextgenpanels.com/assets/img/nexgen-banner-5.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/nexgen-banner-5.jpg	(from https://www.nextgenpanels.com/)
11:14:21	1820/1820	---M--	200	added ('OK')	image/png	etag:%2271c-63ea2067-f38f624ba775f649;;;%22	https://www.nextgenpanels.com/assets/img/about-us/about-icon.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/about-us/about-icon.png	(from https://www.nextgenpanels.com/)
11:14:21	53109/53109	---M--	200	added ('OK')	image/jpeg	etag:%22cf75-63ea2067-7c8aa35dceb4e2af;;;%22	https://www.nextgenpanels.com/assets/img/about-us/about-us-1.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/about-us/about-us-1.jpg	(from https://www.nextgenpanels.com/)
11:14:21	57798/57798	---M--	200	added ('OK')	image/jpeg	etag:%22e1c6-63ea2067-2e393ce1eec1521f;;;%22	https://www.nextgenpanels.com/assets/img/about-us/about-us-2.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/about-us/about-us-2.jpg	(from https://www.nextgenpanels.com/)
11:14:22	19197/19197	---M--	200	added ('OK')	image/png	etag:%224afd-63ea2067-10be37dafe55a4e2;;;%22	https://www.nextgenpanels.com/assets/img/certificate/cpri.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/certificate/cpri.png	(from https://www.nextgenpanels.com/)
11:14:22	28842/28842	---M--	200	added ('OK')	image/png	etag:%2270aa-63ea2067-10ae55221fe5e93f;;;%22	https://www.nextgenpanels.com/assets/img/certificate/eiaci.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/certificate/eiaci.png	(from https://www.nextgenpanels.com/)
11:14:22	39441/39441	---M--	200	added ('OK')	image/png	etag:%229a11-63ea2067-69e5d23b67c36611;;;%22	https://www.nextgenpanels.com/assets/img/certificate/iaf.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/certificate/iaf.png	(from https://www.nextgenpanels.com/)
11:14:22	31197/31197	---M--	200	added ('OK')	image/png	etag:%2279dd-63ea2067-6655ddd636863161;;;%22	https://www.nextgenpanels.com/assets/img/certificate/iso.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/certificate/iso.png	(from https://www.nextgenpanels.com/)
11:14:22	28218/28218	---M--	200	added ('OK')	image/png	etag:%226e3a-63ea2067-735b01ae9b3a60b4;;;%22	https://www.nextgenpanels.com/assets/img/certificate/msme.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/certificate/msme.png	(from https://www.nextgenpanels.com/)
11:14:23	37942/37942	---M--	200	added ('OK')	image/png	etag:%229436-63ea2067-628d3320fe70beac;;;%22	https://www.nextgenpanels.com/assets/img/certificate/rohs.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/certificate/rohs.png	(from https://www.nextgenpanels.com/)
11:14:23	40384/40384	---M--	200	added ('OK')	image/jpeg	etag:%229dc0-63ea2067-d484493f0107b4d9;;;%22	https://www.nextgenpanels.com/assets/img/home-products/Home-products-left.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/home-products/Home-products-left.jpg	(from https://www.nextgenpanels.com/)
11:14:23	16721/16721	---M--	200	added ('OK')	image/jpeg	etag:%224151-63ea2067-2d586211e2d8b967;;;%22	https://www.nextgenpanels.com/assets/img/home-products/Automatic-Power-Factor-Control-Panels.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/home-products/Automatic-Power-Factor-Control-Panels.jpg	(from https://www.nextgenpanels.com/)
11:14:23	44564/44564	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:24%20GMT	https://www.nextgenpanels.com/automatic-power-factor-correction-panels.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/automatic-power-factor-correction-panels.html	(from https://www.nextgenpanels.com/)
11:14:24	18020/18020	---M--	200	added ('OK')	image/jpeg	etag:%224664-63ea2067-8411885a738fd362;;;%22	https://www.nextgenpanels.com/assets/img/home-products/Motor-Control.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/home-products/Motor-Control.jpg	(from https://www.nextgenpanels.com/)
11:14:24	44784/44784	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:25%20GMT	https://www.nextgenpanels.com/motor-control-center-mcc-panel.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/motor-control-center-mcc-panel.html	(from https://www.nextgenpanels.com/)
11:14:24	19424/19424	---M--	200	added ('OK')	image/jpeg	etag:%224be0-63ea2067-9a9c13febdc3e439;;;%22	https://www.nextgenpanels.com/assets/img/home-products/power-control.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/home-products/power-control.jpg	(from https://www.nextgenpanels.com/)
11:14:24	45021/45021	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2005:44:25%20GMT	https://www.nextgenpanels.com/power-control-center-pcc-panels.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/power-control-center-pcc-panels.html	(from https://www.nextgenpanels.com/)
11:14:24	3027/3027	---M--	200	added ('OK')	image/png	etag:%22bd3-63ea2067-ce90353cb605b52c;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/manufacuturing-unit.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/manufacuturing-unit.png	(from https://www.nextgenpanels.com/)
11:14:25	4100/4100	---M--	200	added ('OK')	image/png	etag:%221004-63ea2067-2a93366d198e5df4;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/7-tankpower-coating.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/7-tankpower-coating.png	(from https://www.nextgenpanels.com/)
11:14:25	3961/3961	---M--	200	added ('OK')	image/png	etag:%22f79-63ea2067-4b493fb00b4c831e;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/assembly-and-wiring.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/assembly-and-wiring.png	(from https://www.nextgenpanels.com/)
11:14:25	3466/3466	---M--	200	added ('OK')	image/png	etag:%22d8a-63ea2067-788e1fc4f263ad9f;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/Performance-Test-Facility.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/Performance-Test-Facility.png	(from https://www.nextgenpanels.com/)
11:14:25	5397/5397	---M--	200	added ('OK')	image/png	etag:%221515-63ea2067-d8c156da44aa6d70;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/cpri-approved.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/cpri-approved.png	(from https://www.nextgenpanels.com/)
11:14:26	6381/6381	---M--	200	added ('OK')	image/png	etag:%2218ed-63ea2067-7e135bb4e76dbf82;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/iso-9001-2015-certified.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/iso-9001-2015-certified.png	(from https://www.nextgenpanels.com/)
11:14:26	86380/86380	---M--	200	added ('OK')	image/jpeg	etag:%221516c-63ea2067-f7751985be4df0f5;;;%22	https://www.nextgenpanels.com/assets/img/why-choose-us/why-choose-image.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/why-choose-us/why-choose-image.jpg	(from https://www.nextgenpanels.com/)
11:14:26	5139/5139	---M--	200	added ('OK')	image/png	etag:%221413-63ea2067-e6e3ae193f74969e;;;%22	https://www.nextgenpanels.com/assets/img/experience.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/experience.png	(from https://www.nextgenpanels.com/)
11:14:26	4427/4427	---M--	200	added ('OK')	image/png	etag:%22114b-63ea2067-2e90d6011e8b50b9;;;%22	https://www.nextgenpanels.com/assets/img/happy-client.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/happy-client.png	(from https://www.nextgenpanels.com/)
11:14:26	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-63ea2067-9363736cd43dbabb;;;%22	https://www.nextgenpanels.com/assets/img/products.png	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/products.png	(from https://www.nextgenpanels.com/)
11:14:27	86722/86722	---M--	200	added ('OK')	image/jpeg	etag:%22152c2-63ea2067-ffb963bcb58cd840;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/chemical.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/chemical.jpg	(from https://www.nextgenpanels.com/)
11:14:27	77582/77582	---M--	200	added ('OK')	image/jpeg	etag:%2212f0e-63ea2067-ba0cce21a6a2443c;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/mining.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/mining.jpg	(from https://www.nextgenpanels.com/)
11:14:27	86002/86002	---M--	200	added ('OK')	image/jpeg	etag:%2214ff2-63ea2067-6c99c537c7605f82;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/oil-and-gas.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/oil-and-gas.jpg	(from https://www.nextgenpanels.com/)
11:14:27	57689/57689	---M--	200	added ('OK')	image/jpeg	etag:%22e159-63ea2067-f5dd24e495b18c21;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/pharma.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/pharma.jpg	(from https://www.nextgenpanels.com/)
11:14:28	92219/92219	---M--	200	added ('OK')	image/jpeg	etag:%221683b-63ea2067-cba5240bf7d38cb1;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/power-plant.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/power-plant.jpg	(from https://www.nextgenpanels.com/)
11:14:28	48557/48557	---M--	200	added ('OK')	image/jpeg	etag:%22bdad-63ea2067-18853b307b8256fd;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/solar.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/solar.jpg	(from https://www.nextgenpanels.com/)
11:14:28	58417/58417	---M--	200	added ('OK')	image/jpeg	etag:%22e431-63ea2067-5acb807c8224ff74;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/steel.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/steel.jpg	(from https://www.nextgenpanels.com/)
11:14:28	76598/76598	---M--	200	added ('OK')	image/jpeg	etag:%2212b36-63ea2067-893fdb9525c0e8d4;;;%22	https://www.nextgenpanels.com/assets/img/industries-we-serve/textile.jpg	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/industries-we-serve/textile.jpg	(from https://www.nextgenpanels.com/)
11:14:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:29%20GMT	https://www.nextgenpanels.com/assets/img/make-in-india.webp	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/img/make-in-india.webp	(from https://www.nextgenpanels.com/)
11:14:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:30%20GMT	https://www.nextgenpanels.com/synchronizing-and-auto-load-sharing-panel.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/synchronizing-and-auto-load-sharing-panel.php	(from https://www.nextgenpanels.com/)
11:14:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:30%20GMT	https://www.nextgenpanels.com/automatic-mains-failure-amf-panel.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/automatic-mains-failure-amf-panel.php	(from https://www.nextgenpanels.com/)
11:14:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:30%20GMT	https://www.nextgenpanels.com/power-factor-control-panels.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/power-factor-control-panels.php	(from https://www.nextgenpanels.com/)
11:14:29	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:30%20GMT	https://www.nextgenpanels.com/dg-set-control-panels.php	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/dg-set-control-panels.php	(from https://www.nextgenpanels.com/)
11:14:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:30%20GMT	https://www.nextgenpanels.com/assets/js/jquery-1.12.4.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/jquery-1.12.4.min.js	(from https://www.nextgenpanels.com/)
11:14:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:31%20GMT	https://www.nextgenpanels.com/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/bootstrap.bundle.min.js	(from https://www.nextgenpanels.com/)
11:14:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:31%20GMT	https://www.nextgenpanels.com/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/isotope.pkgd.min.js	(from https://www.nextgenpanels.com/)
11:14:30	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:31%20GMT	https://www.nextgenpanels.com/assets/js/slick.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/slick.min.js	(from https://www.nextgenpanels.com/)
11:14:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:31%20GMT	https://www.nextgenpanels.com/assets/js/swiper-bundle.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/swiper-bundle.js	(from https://www.nextgenpanels.com/)
11:14:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:32%20GMT	https://www.nextgenpanels.com/assets/js/waypoints.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/waypoints.min.js	(from https://www.nextgenpanels.com/)
11:14:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:32%20GMT	https://www.nextgenpanels.com/assets/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/jquery.nice-select.min.js	(from https://www.nextgenpanels.com/)
11:14:31	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:32%20GMT	https://www.nextgenpanels.com/assets/js/venobox.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/venobox.min.js	(from https://www.nextgenpanels.com/)
11:14:32	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:32%20GMT	https://www.nextgenpanels.com/assets/js/backToTop.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/backToTop.js	(from https://www.nextgenpanels.com/)
11:14:32	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:33%20GMT	https://www.nextgenpanels.com/assets/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/jquery.meanmenu.min.js	(from https://www.nextgenpanels.com/)
11:14:32	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2017%20Nov%202025%2005:44:33%20GMT	https://www.nextgenpanels.com/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/finetechpowercontrols/www.nextgenpanels.com/assets/js/imagesloaded.pkgd.min.js	(from https://www.nextgenpanels.com/)
